time_start,time_end,scenario_id,ue_total,attackers,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flow_duration,total_bytes_fwd,total_bytes_bwd,total_pkts_fwd,total_pkts_bwd,pkts_per_sec,bytes_per_sec,flow_pkts_per_sec,flow_bytes_per_sec,jitter_ms,delay_ms,label_binary,label_intensity
17,18,15_static_udp_benign_med_r9,15,0,10.1.1.7,10.1.1.2,49153,1001,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
17,18,15_static_udp_benign_med_r9,15,0,10.1.1.8,10.1.1.11,49153,1010,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
17,18,15_static_udp_benign_med_r9,15,0,10.1.1.10,10.1.1.13,49153,1012,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
17,18,15_static_udp_benign_med_r9,15,0,10.1.1.12,10.1.1.11,49153,1010,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
17,18,15_static_udp_benign_med_r9,15,0,10.1.1.15,10.1.1.13,49153,1012,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.1,10.1.1.2,49153,1001,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.3,10.1.1.9,49153,1008,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.4,10.1.1.14,49153,1013,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.5,10.1.1.9,49153,1008,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.6,10.1.1.14,49153,1013,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.7,10.1.1.2,49153,1001,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.8,10.1.1.11,49153,1010,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.10,10.1.1.13,49153,1012,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.12,10.1.1.11,49153,1010,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
18,19,15_static_udp_benign_med_r9,15,0,10.1.1.15,10.1.1.13,49153,1012,17,540,1,27000,0,50,0,50,27000,50,27000,0,0,0,0
