time_start,time_end,scenario_id,ue_total,attackers,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flow_duration,total_bytes_fwd,total_bytes_bwd,total_pkts_fwd,total_pkts_bwd,pkts_per_sec,bytes_per_sec,flow_pkts_per_sec,flow_bytes_per_sec,jitter_ms,delay_ms,label_binary,label_intensity
11,12,50_mobile_tcp_benign_low_r19,50,0,10.1.1.36,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,12,50_mobile_tcp_benign_low_r19,50,0,10.1.1.41,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,12,50_mobile_tcp_benign_low_r19,50,0,10.1.1.46,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,12,50_mobile_tcp_benign_low_r19,50,0,10.1.1.47,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,12,50_mobile_tcp_benign_low_r19,50,0,10.1.1.48,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.1,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.2,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.3,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.15,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.16,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.17,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.22,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.24,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.31,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.35,10.1.1.49,49153,1048,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.36,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.41,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.46,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.47,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,13,50_mobile_tcp_benign_low_r19,50,0,10.1.1.48,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.1,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.2,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.3,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.15,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.16,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.17,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.22,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.24,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.31,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.35,10.1.1.49,49153,1048,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.36,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.41,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.46,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.47,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,14,50_mobile_tcp_benign_low_r19,50,0,10.1.1.48,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.1,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.2,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.3,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.15,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.16,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.17,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.22,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.24,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.31,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.35,10.1.1.49,49153,1048,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.36,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.41,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.46,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.47,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,15,50_mobile_tcp_benign_low_r19,50,0,10.1.1.48,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.1,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.2,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.3,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.15,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.16,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.17,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.22,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.24,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.31,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.35,10.1.1.49,49153,1048,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.36,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.41,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.46,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.47,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,16,50_mobile_tcp_benign_low_r19,50,0,10.1.1.48,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.1,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.2,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.3,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.15,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.16,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.17,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.22,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.24,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.31,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.35,10.1.1.49,49153,1048,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.36,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.41,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.46,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.47,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,17,50_mobile_tcp_benign_low_r19,50,0,10.1.1.48,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.1,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.2,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.3,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.15,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.16,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.17,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.22,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.24,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.31,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.35,10.1.1.49,49153,1048,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.36,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.41,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.46,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.47,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,18,50_mobile_tcp_benign_low_r19,50,0,10.1.1.48,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.1,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.2,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.3,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.15,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.16,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.17,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.22,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.24,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.31,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.35,10.1.1.49,49153,1048,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.36,10.1.1.5,49153,1004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.41,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.46,10.1.1.12,49153,1011,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.47,10.1.1.21,49153,1020,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,19,50_mobile_tcp_benign_low_r19,50,0,10.1.1.48,10.1.1.42,49153,1041,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
